Transaction ID,Date,Time,Day,Product,Category,Quantity,Unit Price (£),Promotion,Stock Before Sale,Waste Quantity,Staff on Shift,Checkout Wait (mins),Revenue (£),Hours
T00470,23/06/2026,21:10,Tuesday,Ice Cream,Frozen,1,£3.95,No,44,0,4,4.7,£3.95,21
T00471,12/08/2026,19:55,Wednesday,Greek Yogurt,Dairy,1,£1.85,No,32,0,8,4.8,£1.85,19
T00472,28/07/2026,17:10,Tuesday,Bottled Water 6pk,Drinks,3,£2.49,No,60,0,7,5.1,£7.47,17
T00473,13/06/2026,19:50,Saturday,Chocolate Cookies,Bakery,1,£1.69,No,56,0,7,4.5,£1.69,19
T00474,10/06/2026,09:45,Wednesday,Washing Liquid,Household,2,£3.99,No,58,0,4,4.8,£7.98,9
T00475,07/07/2026,16:50,Tuesday,White Bread,Bakery,1,£1.39,No,30,2,7,1.4,£1.39,16
T00476,03/08/2026,19:15,Monday,Cola 2L,Drinks,1,£1.75,No,60,0,8,3.6,£1.75,19
T00477,09/06/2026,13:45,Tuesday,Croissants,Bakery,3,£1.69,Yes,50,1,8,5.6,£5.07,13
T00478,18/06/2026,11:15,Thursday,Frozen Pizza,Frozen,1,£3.49,No,7,0,7,2.5,£3.49,11
T00479,21/07/2026,13:30,Tuesday,Ice Cream,Frozen,1,£3.36,Yes,25,0,7,3.2,£3.36,13
T00480,20/07/2026,12:10,Monday,Orange Juice,Drinks,1,£1.89,No,28,0,9,4.8,£1.89,12
T00481,14/06/2026,16:30,Sunday,Frozen Pizza,Frozen,1,£2.97,Yes,27,0,5,3.9,£2.97,16
T00482,12/07/2026,17:15,Sunday,Bottled Water 6pk,Drinks,1,£2.49,No,58,0,9,4.7,£2.49,17
T00483,03/08/2026,10:00,Monday,Washing Liquid,Household,1,£3.99,No,12,0,6,2.4,£3.99,10
T00484,15/07/2026,12:45,Wednesday,Tomatoes,Fresh Produce,1,£1.49,No,54,1,9,4.2,£1.49,12
T00485,03/07/2026,21:15,Friday,Frozen Chips,Frozen,3,£2.25,No,18,0,5,3.3,£6.75,21
T00486,15/06/2026,18:45,Monday,Tomatoes,Fresh Produce,2,£1.49,No,32,0,6,4.5,£2.98,18
T00487,10/08/2026,14:00,Monday,Orange Juice,Drinks,1,£1.61,Yes,5,0,7,2.3,£1.61,14
T00488,24/06/2026,13:35,Wednesday,Croissants,Bakery,1,£1.69,Yes,12,2,7,4.0,£1.69,13
T00489,16/07/2026,12:00,Thursday,Cola 2L,Drinks,1,£1.75,No,15,0,7,6.1,£1.75,12
T00490,21/06/2026,18:05,Sunday,Orange Juice,Drinks,2,£1.61,Yes,38,0,8,4.4,£3.22,18
T00491,25/07/2026,13:50,Saturday,Frozen Pizza,Frozen,1,£3.49,No,44,1,7,4.4,£3.49,13
T00492,12/07/2026,19:25,Sunday,Frozen Pizza,Frozen,1,£3.49,No,47,0,6,4.8,£3.49,19
T00493,29/07/2026,08:35,Wednesday,Apples,Fresh Produce,2,£1.52,Yes,44,0,4,2.3,£3.04,8
T00494,19/08/2026,13:45,Wednesday,Orange Juice,Drinks,3,£1.61,Yes,27,0,9,5.5,£4.83,13
T00495,19/07/2026,14:10,Sunday,Croissants,Bakery,3,£1.69,Yes,14,0,6,1.3,£5.07,14
T00496,02/06/2026,15:55,Tuesday,Bananas,Fresh Produce,1,£0.81,Yes,29,0,4,4.0,£0.81,15
T00497,01/08/2026,12:25,Saturday,Cola 2L,Drinks,2,£1.49,Yes,17,0,8,6.0,£2.98,12
T00498,29/07/2026,10:45,Wednesday,Croissants,Bakery,1,£1.69,Yes,28,1,7,2.7,£1.69,10
T00499,22/08/2026,17:55,Saturday,Chocolate Cookies,Bakery,2,£1.69,No,33,2,7,4.8,£3.38,17
T00500,01/08/2026,12:20,Saturday,Bottled Water 6pk,Drinks,1,£2.12,Yes,46,0,6,5.0,£2.12,12
T00501,25/08/2026,16:00,Tuesday,Greek Yogurt,Dairy,1,£1.85,No,43,0,7,1.6,£1.85,16
T00502,13/08/2026,17:00,Thursday,Croissants,Bakery,1,£1.69,Yes,13,1,9,4.4,£1.69,17
T00503,10/08/2026,16:00,Monday,Greek Yogurt,Dairy,1,£1.57,Yes,23,0,6,1.5,£1.57,16
T00504,05/08/2026,14:25,Wednesday,Tomatoes,Fresh Produce,1,£1.49,No,33,1,5,4.7,£1.49,14
T00505,12/07/2026,12:00,Sunday,Ice Cream,Frozen,1,£3.95,No,31,0,7,4.6,£3.95,12
T00506,04/08/2026,14:40,Tuesday,Orange Juice,Drinks,1,£1.89,No,7,0,7,2.4,£1.89,14
T00507,24/08/2026,18:50,Monday,Ice Cream,Frozen,1,£3.36,Yes,58,0,8,4.7,£3.36,18
T00508,08/08/2026,13:10,Saturday,Ice Cream,Frozen,1,£3.95,No,5,0,8,4.1,£3.95,13
T00509,15/08/2026,14:35,Saturday,Bananas,Fresh Produce,2,£0.95,No,52,2,4,2.5,£1.90,14
T00510,06/08/2026,14:30,Thursday,Frozen Pizza,Frozen,1,£3.49,No,7,0,4,4.1,£3.49,14
T00511,20/08/2026,13:50,Thursday,Cola 2L,Drinks,2,£1.75,No,12,1,7,5.3,£3.50,13
T00512,08/07/2026,21:50,Wednesday,Cola 2L,Drinks,1,£1.75,No,22,0,5,3.7,£1.75,21
T00513,14/07/2026,14:05,Tuesday,Greek Yogurt,Dairy,3,£1.85,No,33,0,6,2.2,£5.55,14
T00514,09/07/2026,12:25,Thursday,White Bread,Bakery,1,£1.18,Yes,14,0,9,6.1,£1.18,12
T00515,24/07/2026,19:20,Friday,Frozen Chips,Frozen,1,£2.25,No,11,0,6,5.5,£2.25,19
T00516,29/08/2026,16:05,Saturday,Apples,Fresh Produce,4,£1.79,No,44,0,7,1.1,£7.16,16
T00517,10/08/2026,12:55,Monday,Frozen Pizza,Frozen,1,£3.49,No,50,0,7,4.0,£3.49,12
T00518,11/08/2026,19:35,Tuesday,Croissants,Bakery,1,£1.69,Yes,49,1,6,5.3,£1.69,19
T00519,20/08/2026,18:05,Thursday,Cheddar Cheese,Dairy,2,£2.79,No,55,0,9,4.1,£5.58,18
T00520,17/07/2026,12:55,Friday,Frozen Pizza,Frozen,2,£3.49,No,38,0,7,4.9,£6.98,12
T00521,17/07/2026,18:45,Friday,Chocolate Cookies,Bakery,1,£1.44,Yes,59,2,8,5.1,£1.44,18
T00522,07/06/2026,07:45,Sunday,Greek Yogurt,Dairy,2,£1.85,No,25,0,4,3.4,£3.70,7
T00523,01/07/2026,18:35,Wednesday,Milk 2L,Dairy,1,£1.55,No,37,0,9,4.2,£1.55,18
T00524,28/06/2026,14:30,Sunday,Orange Juice,Drinks,1,£1.89,No,20,0,5,3.8,£1.89,14
T00525,10/06/2026,19:35,Wednesday,Orange Juice,Drinks,1,£1.89,No,54,0,8,4.3,£1.89,19
T00526,22/08/2026,16:10,Saturday,Cola 2L,Drinks,1,£1.75,No,48,0,6,1.4,£1.75,16
T00527,24/08/2026,18:35,Monday,Milk 2L,Dairy,2,£1.55,No,35,0,8,5.1,£3.10,18
T00528,13/07/2026,11:20,Monday,White Bread,Bakery,4,£1.39,No,23,1,7,1.4,£5.56,11
T00529,21/06/2026,19:40,Sunday,Orange Juice,Drinks,1,£1.89,No,51,0,9,4.4,£1.89,19
T00530,24/06/2026,16:25,Wednesday,Chocolate Cookies,Bakery,1,£1.69,No,44,0,6,1.5,£1.69,16
T00531,19/07/2026,12:45,Sunday,Orange Juice,Drinks,2,£1.89,No,45,0,7,5.6,£3.78,12
T00532,05/08/2026,09:10,Wednesday,Tomatoes,Fresh Produce,1,£1.27,Yes,14,0,4,2.6,£1.27,9
T00533,28/08/2026,18:25,Friday,Frozen Pizza,Frozen,3,£3.49,No,13,0,6,4.6,£10.47,18
T00534,18/06/2026,19:50,Thursday,Cola 2L,Drinks,4,£1.75,No,54,0,6,4.4,£7.00,19
T00535,10/08/2026,16:45,Monday,Frozen Pizza,Frozen,3,£3.49,No,3,0,5,4.6,£10.47,16
T00536,16/06/2026,17:00,Tuesday,Frozen Chips,Frozen,3,£2.25,No,54,0,6,4.9,£6.75,17
T00537,15/06/2026,14:40,Monday,Orange Juice,Drinks,1,£1.89,No,21,0,6,2.7,£1.89,14
T00538,24/08/2026,12:25,Monday,Orange Juice,Drinks,1,£1.89,No,55,0,8,6.5,£1.89,12
T00539,07/06/2026,12:10,Sunday,White Bread,Bakery,1,£1.39,No,52,1,8,5.4,£1.39,12
T00540,06/06/2026,12:35,Saturday,Apples,Fresh Produce,1,£1.79,No,59,0,8,5.4,£1.79,12
T00541,25/08/2026,17:15,Tuesday,Apples,Fresh Produce,1,£1.79,No,32,0,9,4.9,£1.79,17
T00542,15/08/2026,14:35,Saturday,Cola 2L,Drinks,1,£1.75,No,44,1,7,1.4,£1.75,14
T00543,01/06/2026,20:10,Monday,Milk 2L,Dairy,2,£1.55,No,54,0,5,4.9,£3.10,20
T00544,25/07/2026,12:15,Saturday,Kitchen Roll,Household,1,£2.80,Yes,5,0,7,4.3,£2.80,12
T00545,13/07/2026,12:15,Monday,Kitchen Roll,Household,1,£3.29,No,50,0,9,3.5,£3.29,12
T00546,09/06/2026,16:40,Tuesday,Milk 2L,Dairy,1,£1.55,No,29,0,6,1.4,£1.55,16
T00547,02/06/2026,12:35,Tuesday,Kitchen Roll,Household,2,£3.29,No,40,0,8,4.3,£6.58,12
T00548,02/08/2026,17:40,Sunday,Chocolate Cookies,Bakery,1,£1.69,No,49,0,9,5.6,£1.69,17
T00549,11/06/2026,10:50,Thursday,Greek Yogurt,Dairy,3,£1.85,No,36,0,6,3.0,£5.55,10
T00550,20/08/2026,18:00,Thursday,Chocolate Cookies,Bakery,1,£1.69,No,57,0,7,4.8,£1.69,18
T00551,10/07/2026,12:55,Friday,Greek Yogurt,Dairy,1,£1.57,Yes,13,0,8,4.8,£1.57,12
T00552,26/08/2026,09:25,Wednesday,Cola 2L,Drinks,1,£1.49,Yes,41,0,7,1.9,£1.49,9
T00553,16/06/2026,13:50,Tuesday,Tomatoes,Fresh Produce,2,£1.27,Yes,58,0,6,3.8,£2.54,13
T00554,27/08/2026,09:25,Thursday,Greek Yogurt,Dairy,1,£1.85,No,53,0,4,4.5,£1.85,9
T00555,25/06/2026,16:50,Thursday,Frozen Chips,Frozen,1,£2.25,No,46,0,6,2.9,£2.25,16
T00556,25/08/2026,18:25,Tuesday,Bottled Water 6pk,Drinks,2,£2.49,No,29,0,9,4.2,£4.98,18
T00557,22/08/2026,12:50,Saturday,White Bread,Bakery,3,£1.39,No,37,0,9,6.1,£4.17,12
T00558,07/07/2026,14:05,Tuesday,Kitchen Roll,Household,1,£3.29,No,15,0,4,3.8,£3.29,14
T00559,29/06/2026,14:00,Monday,Milk 2L,Dairy,3,£1.55,No,53,0,4,3.3,£4.65,14
T00560,06/08/2026,19:50,Thursday,Orange Juice,Drinks,2,£1.89,No,41,0,8,6.9,£3.78,19
T00561,03/06/2026,10:35,Wednesday,Cheddar Cheese,Dairy,1,£2.37,Yes,36,0,5,4.7,£2.37,10
T00562,12/08/2026,12:55,Wednesday,Cheddar Cheese,Dairy,2,£2.37,Yes,51,0,6,5.9,£4.74,12
T00563,20/06/2026,12:00,Saturday,Frozen Chips,Frozen,2,£2.25,No,15,0,7,3.6,£4.50,12
T00564,10/08/2026,16:05,Monday,Kitchen Roll,Household,1,£2.80,Yes,9,0,7,1.4,£2.80,16
T00565,16/06/2026,13:20,Tuesday,Frozen Pizza,Frozen,1,£3.49,No,33,0,9,4.4,£3.49,13
T00566,09/06/2026,13:25,Tuesday,Cola 2L,Drinks,1,£1.75,No,3,0,7,4.3,£1.75,13
T00567,23/07/2026,19:15,Thursday,Greek Yogurt,Dairy,3,£1.85,No,29,0,9,4.3,£5.55,19
T00568,26/08/2026,18:55,Wednesday,Croissants,Bakery,1,£1.69,Yes,55,0,9,3.3,£1.69,18
T00569,19/08/2026,14:45,Wednesday,Cola 2L,Drinks,2,£1.49,Yes,41,0,4,3.7,£2.98,14
T00570,31/07/2026,18:40,Friday,Ice Cream,Frozen,1,£3.36,Yes,15,0,8,6.9,£3.36,18
T00571,20/07/2026,18:15,Monday,Washing Liquid,Household,2,£3.99,No,55,0,6,4.3,£7.98,18
T00572,12/07/2026,16:25,Sunday,Tomatoes,Fresh Produce,1,£1.27,Yes,10,0,4,3.8,£1.27,16
T00573,04/08/2026,17:45,Tuesday,Frozen Chips,Frozen,1,£2.25,No,26,0,9,6.3,£2.25,17
T00574,29/08/2026,19:55,Saturday,Apples,Fresh Produce,2,£1.79,No,51,0,7,3.1,£3.58,19
T00575,03/08/2026,12:40,Monday,Frozen Pizza,Frozen,1,£3.49,No,6,0,8,4.2,£3.49,12
T00576,04/08/2026,17:10,Tuesday,Croissants,Bakery,4,£1.99,No,16,0,9,4.1,£7.96,17
T00577,26/06/2026,16:35,Friday,Washing Liquid,Household,1,£3.39,Yes,6,0,6,1.2,£3.39,16
T00578,30/06/2026,18:00,Tuesday,Chocolate Cookies,Bakery,2,£1.69,No,24,2,8,2.9,£3.38,18
T00579,30/08/2026,14:40,Sunday,Frozen Chips,Frozen,1,£2.25,No,4,0,6,3.0,£2.25,14
T00580,30/08/2026,17:50,Sunday,Croissants,Bakery,2,£1.99,No,35,0,8,6.2,£3.98,17
T00581,18/06/2026,17:40,Thursday,Greek Yogurt,Dairy,2,£1.57,Yes,46,0,8,5.2,£3.14,17
T00582,09/08/2026,11:10,Sunday,Bananas,Fresh Produce,1,£0.95,No,34,0,7,2.6,£0.95,11
T00583,03/06/2026,16:00,Wednesday,Washing Liquid,Household,1,£3.99,No,12,0,4,4.7,£3.99,16
T00584,27/07/2026,12:10,Monday,Ice Cream,Frozen,4,£3.95,No,45,0,8,3.6,£15.80,12
T00585,09/07/2026,17:40,Thursday,Tomatoes,Fresh Produce,2,£1.49,No,48,0,8,3.4,£2.98,17
T00586,13/07/2026,18:05,Monday,Frozen Pizza,Frozen,3,£3.49,No,42,0,7,5.4,£10.47,18
T00587,21/07/2026,16:35,Tuesday,Ice Cream,Frozen,2,£3.95,No,21,0,7,2.6,£7.90,16
T00588,25/06/2026,14:50,Thursday,Frozen Pizza,Frozen,4,£3.49,No,50,0,5,2.7,£13.96,14
T00589,23/07/2026,17:35,Thursday,White Bread,Bakery,2,£1.39,No,50,1,9,3.5,£2.78,17
T00590,08/06/2026,17:25,Monday,Croissants,Bakery,1,£1.69,Yes,39,0,6,5.9,£1.69,17
T00591,17/08/2026,12:05,Monday,Orange Juice,Drinks,1,£1.89,No,28,0,7,6.6,£1.89,12
T00592,25/07/2026,18:15,Saturday,Apples,Fresh Produce,3,£1.79,No,41,0,6,5.6,£5.37,18
T00593,10/06/2026,16:10,Wednesday,Milk 2L,Dairy,1,£1.55,No,54,0,5,3.9,£1.55,16
T00594,22/08/2026,16:35,Saturday,Milk 2L,Dairy,1,£1.32,Yes,13,0,7,2.6,£1.32,16
T00595,13/07/2026,16:50,Monday,Orange Juice,Drinks,1,£1.61,Yes,12,0,7,2.4,£1.61,16
T00596,26/08/2026,10:40,Wednesday,Bananas,Fresh Produce,1,£0.81,Yes,54,0,6,1.7,£0.81,10
T00597,03/06/2026,16:25,Wednesday,Cola 2L,Drinks,1,£1.49,Yes,53,0,6,1.6,£1.49,16
T00598,28/07/2026,14:00,Tuesday,Tomatoes,Fresh Produce,2,£1.49,No,40,2,6,2.8,£2.98,14
T00599,19/06/2026,14:00,Friday,Frozen Chips,Frozen,2,£2.25,No,25,0,5,4.5,£4.50,14
T00600,30/06/2026,13:35,Tuesday,Frozen Pizza,Frozen,3,£2.97,Yes,10,0,6,4.8,£8.91,13
T00601,02/08/2026,12:10,Sunday,Milk 2L,Dairy,2,£1.55,No,21,0,9,4.7,£3.10,12
T00602,13/08/2026,12:10,Thursday,Ice Cream,Frozen,1,£3.95,No,48,0,6,4.6,£3.95,12
T00603,26/08/2026,10:25,Wednesday,Washing Liquid,Household,2,£3.99,No,36,0,7,2.7,£7.98,10
T00604,16/07/2026,17:40,Thursday,Bin Bags,Household,1,£2.29,Yes,44,0,9,3.8,£2.29,17
T00605,25/06/2026,17:55,Thursday,Cola 2L,Drinks,4,£1.75,No,41,0,6,5.0,£7.00,17
T00606,10/06/2026,14:10,Wednesday,Cola 2L,Drinks,2,£1.75,No,43,0,5,3.1,£3.50,14
T00607,16/07/2026,09:25,Thursday,Ice Cream,Frozen,1,£3.95,No,33,1,6,1.8,£3.95,9
T00608,17/07/2026,17:50,Friday,Cola 2L,Drinks,1,£1.75,No,39,1,7,3.9,£1.75,17
T00609,05/08/2026,19:20,Wednesday,Milk 2L,Dairy,1,£1.32,Yes,10,0,8,4.8,£1.32,19
T00610,09/08/2026,17:40,Sunday,Greek Yogurt,Dairy,1,£1.85,No,18,0,7,4.6,£1.85,17
T00611,14/06/2026,12:30,Sunday,Washing Liquid,Household,1,£3.99,No,6,0,6,5.1,£3.99,12
T00612,30/06/2026,13:10,Tuesday,Orange Juice,Drinks,2,£1.89,No,4,0,6,4.2,£3.78,13
T00613,15/07/2026,18:25,Wednesday,Frozen Pizza,Frozen,1,£3.49,No,16,0,9,4.4,£3.49,18
T00614,08/06/2026,09:55,Monday,Bottled Water 6pk,Drinks,1,£2.49,No,40,0,5,3.7,£2.49,9
T00615,11/08/2026,09:15,Tuesday,Cheddar Cheese,Dairy,2,£2.79,No,25,1,6,2.4,£5.58,9
T00616,29/08/2026,14:50,Saturday,Kitchen Roll,Household,1,£3.29,No,8,0,5,4.5,£3.29,14
T00617,04/08/2026,16:10,Tuesday,Tomatoes,Fresh Produce,1,£1.49,No,59,2,6,2.4,£1.49,16
T00618,30/08/2026,20:35,Sunday,Kitchen Roll,Household,1,£3.29,No,55,0,5,3.3,£3.29,20
T00619,28/07/2026,20:30,Tuesday,Bananas,Fresh Produce,2,£0.81,Yes,41,0,4,4.0,£1.62,20
T00620,01/07/2026,15:25,Wednesday,Cola 2L,Drinks,3,£1.75,No,25,0,5,3.1,£5.25,15
T00621,11/06/2026,14:05,Thursday,Greek Yogurt,Dairy,2,£1.85,No,56,0,4,4.3,£3.70,14
T00622,02/06/2026,20:05,Tuesday,Frozen Chips,Frozen,1,£2.25,No,16,0,6,2.0,£2.25,20
T00623,02/06/2026,08:25,Tuesday,Cola 2L,Drinks,1,£1.75,No,24,0,6,2.0,£1.75,8
T00624,26/07/2026,18:25,Sunday,Bin Bags,Household,2,£2.69,No,4,0,8,5.9,£5.38,18
T00625,04/07/2026,12:40,Saturday,Bananas,Fresh Produce,1,£0.95,No,4,2,6,4.1,£0.95,12
T00626,14/08/2026,13:45,Friday,Bananas,Fresh Produce,1,£0.95,No,12,1,8,4.0,£0.95,13
T00627,24/07/2026,21:50,Friday,Bottled Water 6pk,Drinks,1,£2.49,No,50,0,7,1.5,£2.49,21
T00628,14/06/2026,16:15,Sunday,Tomatoes,Fresh Produce,1,£1.49,No,58,0,5,3.1,£1.49,16
T00629,02/08/2026,16:40,Sunday,Bin Bags,Household,2,£2.69,No,12,0,6,1.1,£5.38,16
T00630,30/08/2026,15:15,Sunday,Croissants,Bakery,1,£1.99,No,18,0,4,3.4,£1.99,15
T00631,24/07/2026,15:50,Friday,Tomatoes,Fresh Produce,1,£1.49,No,6,0,5,3.5,£1.49,15
T00632,12/07/2026,18:30,Sunday,Apples,Fresh Produce,2,£1.52,Yes,36,0,8,3.9,£3.04,18
T00633,30/08/2026,13:45,Sunday,Croissants,Bakery,1,£1.99,No,6,2,9,5.1,£1.99,13
T00634,04/08/2026,19:05,Tuesday,Kitchen Roll,Household,1,£3.29,No,36,0,8,5.0,£3.29,19
T00635,27/06/2026,16:15,Saturday,Cola 2L,Drinks,1,£1.75,No,12,0,5,3.9,£1.75,16
T00636,14/08/2026,12:40,Friday,Croissants,Bakery,2,£1.69,Yes,14,0,7,3.6,£3.38,12
T00637,07/06/2026,18:30,Sunday,Cheddar Cheese,Dairy,3,£2.37,Yes,41,1,6,3.5,£7.11,18
T00638,23/08/2026,13:05,Sunday,Apples,Fresh Produce,2,£1.79,No,50,1,7,5.6,£3.58,13
T00639,16/07/2026,19:25,Thursday,Bottled Water 6pk,Drinks,1,£2.49,No,33,0,9,5.2,£2.49,19
T00640,31/07/2026,15:55,Friday,Frozen Pizza,Frozen,2,£3.49,No,53,0,5,3.3,£6.98,15
T00641,18/06/2026,18:25,Thursday,Frozen Chips,Frozen,1,£2.25,No,20,0,9,3.4,£2.25,18
T00642,23/06/2026,16:30,Tuesday,Orange Juice,Drinks,1,£1.61,Yes,30,0,4,4.6,£1.61,16
T00643,26/06/2026,14:20,Friday,Apples,Fresh Produce,2,£1.52,Yes,55,0,5,2.9,£3.04,14
T00644,08/08/2026,20:20,Saturday,Bananas,Fresh Produce,1,£0.95,No,40,0,5,3.7,£0.95,20
T00645,25/06/2026,13:05,Thursday,Orange Juice,Drinks,1,£1.89,No,22,0,6,4.4,£1.89,13
T00646,26/08/2026,16:00,Wednesday,White Bread,Bakery,2,£1.39,No,19,0,4,4.2,£2.78,16
T00647,09/08/2026,18:35,Sunday,Ice Cream,Frozen,1,£3.95,No,55,0,7,3.8,£3.95,18
T00648,21/08/2026,19:50,Friday,Greek Yogurt,Dairy,1,£1.85,No,12,0,6,4.0,£1.85,19
T00649,16/06/2026,17:50,Tuesday,Orange Juice,Drinks,2,£1.61,Yes,60,0,6,4.5,£3.22,17
T00650,24/06/2026,11:20,Wednesday,Ice Cream,Frozen,2,£3.95,No,16,0,4,3.9,£7.90,11
T00651,14/06/2026,21:40,Sunday,Tomatoes,Fresh Produce,1,£1.49,No,36,0,7,1.3,£1.49,21
T00652,20/08/2026,09:10,Thursday,Washing Liquid,Household,2,£3.99,No,22,0,5,3.7,£7.98,9
T00653,08/06/2026,12:30,Monday,Bananas,Fresh Produce,1,£0.81,Yes,37,0,9,5.0,£0.81,12
T00654,29/08/2026,12:55,Saturday,Orange Juice,Drinks,1,£1.89,No,33,0,9,4.7,£1.89,12
T00655,13/06/2026,19:15,Saturday,Ice Cream,Frozen,1,£3.95,No,7,0,6,4.4,£3.95,19
T00656,14/07/2026,07:10,Tuesday,Cheddar Cheese,Dairy,2,£2.79,No,47,0,6,1.8,£5.58,7
T00657,10/06/2026,10:35,Wednesday,Orange Juice,Drinks,1,£1.89,No,37,0,7,1.2,£1.89,10
T00658,16/07/2026,18:00,Thursday,Bottled Water 6pk,Drinks,2,£2.49,No,5,0,6,5.2,£4.98,18
T00659,04/08/2026,16:30,Tuesday,Frozen Pizza,Frozen,1,£3.49,No,38,0,4,3.8,£3.49,16
T00660,09/07/2026,13:05,Thursday,Greek Yogurt,Dairy,1,£1.85,No,31,0,8,4.3,£1.85,13
T00661,25/06/2026,12:15,Thursday,Milk 2L,Dairy,2,£1.32,Yes,42,0,8,3.7,£2.64,12
T00662,06/08/2026,17:25,Thursday,Milk 2L,Dairy,1,£1.32,Yes,6,1,9,5.2,£1.32,17
T00663,02/07/2026,09:20,Thursday,Washing Liquid,Household,2,£3.99,No,40,0,7,1.7,£7.98,9
T00664,01/07/2026,18:15,Wednesday,Frozen Chips,Frozen,2,£2.25,No,28,0,6,4.1,£4.50,18
T00665,22/07/2026,18:05,Wednesday,Washing Liquid,Household,1,£3.99,No,27,0,6,4.7,£3.99,18
T00666,04/07/2026,10:50,Saturday,Frozen Pizza,Frozen,1,£2.97,Yes,38,0,7,2.4,£2.97,10
T00667,10/08/2026,19:50,Monday,Greek Yogurt,Dairy,2,£1.85,No,44,0,6,5.5,£3.70,19
T00668,03/08/2026,13:40,Monday,Frozen Pizza,Frozen,2,£2.97,Yes,59,0,9,3.8,£5.94,13
T00669,05/08/2026,17:10,Wednesday,Bananas,Fresh Produce,2,£0.95,No,34,3,7,3.0,£1.90,17
T00670,15/06/2026,14:20,Monday,Tomatoes,Fresh Produce,2,£1.49,No,7,0,7,1.2,£2.98,14
T00671,23/07/2026,13:40,Thursday,Washing Liquid,Household,1,£3.39,Yes,42,0,7,5.8,£3.39,13
T00672,27/06/2026,18:15,Saturday,Apples,Fresh Produce,1,£1.79,No,22,0,6,4.7,£1.79,18
T00673,28/08/2026,18:50,Friday,Frozen Chips,Frozen,1,£2.25,No,39,0,9,4.6,£2.25,18
T00674,02/08/2026,13:45,Sunday,Washing Liquid,Household,2,£3.99,No,45,0,7,6.6,£7.98,13
T00675,30/06/2026,13:10,Tuesday,Kitchen Roll,Household,1,£3.29,No,22,0,7,3.9,£3.29,13
T00676,06/08/2026,12:30,Thursday,Cola 2L,Drinks,3,£1.75,No,13,0,8,5.6,£5.25,12
T00677,04/06/2026,14:00,Thursday,Bin Bags,Household,4,£2.29,Yes,40,0,7,1.1,£9.16,14
T00678,25/07/2026,13:50,Saturday,Orange Juice,Drinks,2,£1.89,No,55,0,7,5.7,£3.78,13
T00679,09/06/2026,14:20,Tuesday,Bin Bags,Household,1,£2.69,No,10,0,7,1.0,£2.69,14
T00680,23/06/2026,19:20,Tuesday,Apples,Fresh Produce,1,£1.52,Yes,32,1,6,4.7,£1.52,19
T00681,27/08/2026,09:45,Thursday,White Bread,Bakery,1,£1.39,No,6,0,7,2.2,£1.39,9
T00682,18/07/2026,13:15,Saturday,Bin Bags,Household,3,£2.69,No,43,1,8,4.7,£8.07,13
T00683,14/06/2026,13:05,Sunday,Apples,Fresh Produce,2,£1.79,No,15,0,8,6.4,£3.58,13
T00684,29/08/2026,14:45,Saturday,Bottled Water 6pk,Drinks,1,£2.49,No,10,0,4,4.1,£2.49,14
T00685,18/06/2026,09:40,Thursday,Apples,Fresh Produce,2,£1.79,No,54,0,4,3.1,£3.58,9
T00686,29/08/2026,08:45,Saturday,Croissants,Bakery,1,£1.99,No,21,1,5,4.5,£1.99,8
T00687,27/08/2026,18:35,Thursday,Cola 2L,Drinks,1,£1.75,No,50,0,8,4.8,£1.75,18
T00688,07/07/2026,10:25,Tuesday,Bananas,Fresh Produce,1,£0.95,No,26,2,6,1.1,£0.95,10
T00689,18/06/2026,13:10,Thursday,White Bread,Bakery,1,£1.39,No,30,0,8,4.8,£1.39,13
T00690,25/08/2026,13:00,Tuesday,Cheddar Cheese,Dairy,2,£2.79,No,23,0,9,5.6,£5.58,13
T00691,08/08/2026,18:20,Saturday,Ice Cream,Frozen,1,£3.95,No,3,0,9,4.1,£3.95,18
T00692,03/08/2026,19:00,Monday,Bananas,Fresh Produce,1,£0.95,No,43,0,8,6.6,£0.95,19
T00693,30/07/2026,19:05,Thursday,Washing Liquid,Household,1,£3.39,Yes,56,0,7,5.4,£3.39,19
T00694,08/06/2026,18:25,Monday,Washing Liquid,Household,1,£3.99,No,59,0,8,3.8,£3.99,18
T00695,09/07/2026,21:10,Thursday,Orange Juice,Drinks,1,£1.89,No,10,0,7,1.9,£1.89,21
T00696,29/08/2026,14:30,Saturday,Frozen Chips,Frozen,1,£2.25,No,17,0,4,3.7,£2.25,14
T00697,19/06/2026,11:55,Friday,Frozen Chips,Frozen,2,£2.25,No,45,0,7,2.6,£4.50,11
T00698,26/07/2026,19:05,Sunday,Frozen Chips,Frozen,1,£2.25,No,42,0,9,5.3,£2.25,19
T00699,23/06/2026,18:50,Tuesday,Cheddar Cheese,Dairy,2,£2.79,No,22,0,8,4.8,£5.58,18
T00700,23/07/2026,09:25,Thursday,Apples,Fresh Produce,3,£1.79,No,51,3,7,2.8,£5.37,9
T00701,06/06/2026,19:50,Saturday,White Bread,Bakery,3,£1.39,No,34,0,8,3.6,£4.17,19
T00702,17/07/2026,17:05,Friday,Washing Liquid,Household,1,£3.99,No,57,0,9,6.7,£3.99,17
T00703,12/08/2026,19:05,Wednesday,Bin Bags,Household,1,£2.69,No,9,0,9,6.1,£2.69,19
T00704,27/06/2026,13:15,Saturday,Milk 2L,Dairy,2,£1.32,Yes,17,0,7,4.4,£2.64,13
